poblacio,districte,preu,filtres,num_propietats,data,link
Barcelona,Eixample,350.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,460.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,470.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,395.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,490.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,430.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,375.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,380.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
Barcelona,Eixample,307.000€,aire acondicionado - 2 hab - 2 lavabos,9,2024-04-19,"https://www.idealista.com/venta-viviendas/barcelona/eixample/la-sagrada-familia/con-metros-cuadrados-menos-de_100,solo-pisos,de-dos-dormitorios,dos-banos,ascensor,exterior,aireacondicionado,plantas-intermedias,buen-estado/"
